Unnamed: 0,Cups                                     ,Fecha de la lectura,Hora de la lectura,Consumo (kwh),Hora inicio,Minutos inicio,Dia de la semana,Mes,Año,Periodo
7593,ES0022000005731860JV1P,2018-03-21,2:30,13,2,15,Wednesday,3,2018,P6
7594,ES0022000005731860JV1P,2018-03-21,2:45,12,2,30,Wednesday,3,2018,P6
7595,ES0022000005731860JV1P,2018-03-21,3:00,13,2,45,Wednesday,3,2018,P6
7596,ES0022000005731860JV1P,2018-03-21,3:15,13,3,0,Wednesday,3,2018,P6
7597,ES0022000005731860JV1P,2018-03-21,3:30,12,3,15,Wednesday,3,2018,P6
7598,ES0022000005731860JV1P,2018-03-21,3:45,13,3,30,Wednesday,3,2018,P6
7599,ES0022000005731860JV1P,2018-03-21,4:00,13,3,45,Wednesday,3,2018,P6
7600,ES0022000005731860JV1P,2018-03-21,4:15,12,4,0,Wednesday,3,2018,P6
7601,ES0022000005731860JV1P,2018-03-21,4:30,13,4,15,Wednesday,3,2018,P6
7602,ES0022000005731860JV1P,2018-03-21,4:45,13,4,30,Wednesday,3,2018,P6
7603,ES0022000005731860JV1P,2018-03-21,5:00,12,4,45,Wednesday,3,2018,P6
7604,ES0022000005731860JV1P,2018-03-21,5:15,13,5,0,Wednesday,3,2018,P6
7605,ES0022000005731860JV1P,2018-03-21,5:30,14,5,15,Wednesday,3,2018,P6
7606,ES0022000005731860JV1P,2018-03-21,5:45,13,5,30,Wednesday,3,2018,P6
7607,ES0022000005731860JV1P,2018-03-21,6:00,15,5,45,Wednesday,3,2018,P6
7608,ES0022000005731860JV1P,2018-03-21,6:15,17,6,0,Wednesday,3,2018,P6
7609,ES0022000005731860JV1P,2018-03-21,6:30,21,6,15,Wednesday,3,2018,P6
7610,ES0022000005731860JV1P,2018-03-21,6:45,21,6,30,Wednesday,3,2018,P6
7611,ES0022000005731860JV1P,2018-03-21,7:00,22,6,45,Wednesday,3,2018,P6
7612,ES0022000005731860JV1P,2018-03-21,7:15,22,7,0,Wednesday,3,2018,P6
7613,ES0022000005731860JV1P,2018-03-21,7:30,22,7,15,Wednesday,3,2018,P6
7614,ES0022000005731860JV1P,2018-03-21,7:45,37,7,30,Wednesday,3,2018,P6
7615,ES0022000005731860JV1P,2018-03-21,8:00,33,7,45,Wednesday,3,2018,P6
7616,ES0022000005731860JV1P,2018-03-21,8:15,30,8,0,Wednesday,3,2018,P3
7617,ES0022000005731860JV1P,2018-03-21,8:30,32,8,15,Wednesday,3,2018,P3
7618,ES0022000005731860JV1P,2018-03-21,8:45,31,8,30,Wednesday,3,2018,P3
7619,ES0022000005731860JV1P,2018-03-21,9:00,31,8,45,Wednesday,3,2018,P3
7620,ES0022000005731860JV1P,2018-03-21,9:15,33,9,0,Wednesday,3,2018,P2
7621,ES0022000005731860JV1P,2018-03-21,9:30,32,9,15,Wednesday,3,2018,P2
7622,ES0022000005731860JV1P,2018-03-21,9:45,33,9,30,Wednesday,3,2018,P2
7623,ES0022000005731860JV1P,2018-03-21,10:00,33,9,45,Wednesday,3,2018,P2
7624,ES0022000005731860JV1P,2018-03-21,10:15,32,10,0,Wednesday,3,2018,P2
7625,ES0022000005731860JV1P,2018-03-21,10:30,33,10,15,Wednesday,3,2018,P2
7626,ES0022000005731860JV1P,2018-03-21,10:45,33,10,30,Wednesday,3,2018,P2
7627,ES0022000005731860JV1P,2018-03-21,11:00,34,10,45,Wednesday,3,2018,P2
7628,ES0022000005731860JV1P,2018-03-21,11:15,33,11,0,Wednesday,3,2018,P2
7629,ES0022000005731860JV1P,2018-03-21,11:30,33,11,15,Wednesday,3,2018,P2
7630,ES0022000005731860JV1P,2018-03-21,11:45,34,11,30,Wednesday,3,2018,P2
7631,ES0022000005731860JV1P,2018-03-21,12:00,33,11,45,Wednesday,3,2018,P2
7632,ES0022000005731860JV1P,2018-03-21,12:15,32,12,0,Wednesday,3,2018,P2
7633,ES0022000005731860JV1P,2018-03-21,12:30,32,12,15,Wednesday,3,2018,P2
7634,ES0022000005731860JV1P,2018-03-21,12:45,32,12,30,Wednesday,3,2018,P2
7635,ES0022000005731860JV1P,2018-03-21,13:00,31,12,45,Wednesday,3,2018,P2
7636,ES0022000005731860JV1P,2018-03-21,13:15,31,13,0,Wednesday,3,2018,P2
7637,ES0022000005731860JV1P,2018-03-21,13:30,31,13,15,Wednesday,3,2018,P2
7638,ES0022000005731860JV1P,2018-03-21,13:45,30,13,30,Wednesday,3,2018,P2
7639,ES0022000005731860JV1P,2018-03-21,14:00,30,13,45,Wednesday,3,2018,P2
7640,ES0022000005731860JV1P,2018-03-21,14:15,29,14,0,Wednesday,3,2018,P3
7641,ES0022000005731860JV1P,2018-03-21,14:30,29,14,15,Wednesday,3,2018,P3
7642,ES0022000005731860JV1P,2018-03-21,14:45,25,14,30,Wednesday,3,2018,P3
7643,ES0022000005731860JV1P,2018-03-21,15:00,23,14,45,Wednesday,3,2018,P3
7644,ES0022000005731860JV1P,2018-03-21,15:15,22,15,0,Wednesday,3,2018,P3
7645,ES0022000005731860JV1P,2018-03-21,15:30,22,15,15,Wednesday,3,2018,P3
7646,ES0022000005731860JV1P,2018-03-21,15:45,20,15,30,Wednesday,3,2018,P3
7647,ES0022000005731860JV1P,2018-03-21,16:00,20,15,45,Wednesday,3,2018,P3
7648,ES0022000005731860JV1P,2018-03-21,16:15,19,16,0,Wednesday,3,2018,P3
7649,ES0022000005731860JV1P,2018-03-21,16:30,20,16,15,Wednesday,3,2018,P3
7650,ES0022000005731860JV1P,2018-03-21,16:45,20,16,30,Wednesday,3,2018,P3
7651,ES0022000005731860JV1P,2018-03-21,17:00,20,16,45,Wednesday,3,2018,P3
7652,ES0022000005731860JV1P,2018-03-21,17:15,20,17,0,Wednesday,3,2018,P3
7653,ES0022000005731860JV1P,2018-03-21,17:30,20,17,15,Wednesday,3,2018,P3
7654,ES0022000005731860JV1P,2018-03-21,17:45,19,17,30,Wednesday,3,2018,P3
7655,ES0022000005731860JV1P,2018-03-21,18:00,20,17,45,Wednesday,3,2018,P3
7656,ES0022000005731860JV1P,2018-03-21,18:15,20,18,0,Wednesday,3,2018,P2
7657,ES0022000005731860JV1P,2018-03-21,18:30,19,18,15,Wednesday,3,2018,P2
7658,ES0022000005731860JV1P,2018-03-21,18:45,20,18,30,Wednesday,3,2018,P2
7659,ES0022000005731860JV1P,2018-03-21,19:00,19,18,45,Wednesday,3,2018,P2
7660,ES0022000005731860JV1P,2018-03-21,19:15,18,19,0,Wednesday,3,2018,P2
7661,ES0022000005731860JV1P,2018-03-21,19:30,19,19,15,Wednesday,3,2018,P2
7662,ES0022000005731860JV1P,2018-03-21,19:45,18,19,30,Wednesday,3,2018,P2
7663,ES0022000005731860JV1P,2018-03-21,20:00,18,19,45,Wednesday,3,2018,P2
7664,ES0022000005731860JV1P,2018-03-21,20:15,17,20,0,Wednesday,3,2018,P2
7665,ES0022000005731860JV1P,2018-03-21,20:30,17,20,15,Wednesday,3,2018,P2
7666,ES0022000005731860JV1P,2018-03-21,20:45,16,20,30,Wednesday,3,2018,P2
7667,ES0022000005731860JV1P,2018-03-21,21:00,14,20,45,Wednesday,3,2018,P2
7668,ES0022000005731860JV1P,2018-03-21,21:15,14,21,0,Wednesday,3,2018,P2
7669,ES0022000005731860JV1P,2018-03-21,21:30,13,21,15,Wednesday,3,2018,P2
7670,ES0022000005731860JV1P,2018-03-21,21:45,13,21,30,Wednesday,3,2018,P2
7671,ES0022000005731860JV1P,2018-03-21,22:00,14,21,45,Wednesday,3,2018,P2
7672,ES0022000005731860JV1P,2018-03-21,22:15,19,22,0,Wednesday,3,2018,P3
7673,ES0022000005731860JV1P,2018-03-21,22:30,18,22,15,Wednesday,3,2018,P3
7674,ES0022000005731860JV1P,2018-03-21,22:45,16,22,30,Wednesday,3,2018,P3
7675,ES0022000005731860JV1P,2018-03-21,23:00,17,22,45,Wednesday,3,2018,P3
7676,ES0022000005731860JV1P,2018-03-21,23:15,15,23,0,Wednesday,3,2018,P3
7677,ES0022000005731860JV1P,2018-03-21,23:30,15,23,15,Wednesday,3,2018,P3
7678,ES0022000005731860JV1P,2018-03-21,23:45,15,23,30,Wednesday,3,2018,P3
7679,ES0022000005731860JV1P,2018-03-21,0:00,16,23,45,Wednesday,3,2018,P3
7680,ES0022000005731860JV1P,2018-03-22,0:15,15,0,0,Thursday,3,2018,P6
7681,ES0022000005731860JV1P,2018-03-22,0:30,16,0,15,Thursday,3,2018,P6
7682,ES0022000005731860JV1P,2018-03-22,0:45,15,0,30,Thursday,3,2018,P6
7683,ES0022000005731860JV1P,2018-03-22,1:00,15,0,45,Thursday,3,2018,P6
7684,ES0022000005731860JV1P,2018-03-22,1:15,14,1,0,Thursday,3,2018,P6
7685,ES0022000005731860JV1P,2018-03-22,1:30,15,1,15,Thursday,3,2018,P6
7686,ES0022000005731860JV1P,2018-03-22,1:45,15,1,30,Thursday,3,2018,P6
7687,ES0022000005731860JV1P,2018-03-22,2:00,15,1,45,Thursday,3,2018,P6
7688,ES0022000005731860JV1P,2018-03-22,2:15,15,2,0,Thursday,3,2018,P6
7689,ES0022000005731860JV1P,2018-03-22,2:30,14,2,15,Thursday,3,2018,P6
7690,ES0022000005731860JV1P,2018-03-22,2:45,15,2,30,Thursday,3,2018,P6
7691,ES0022000005731860JV1P,2018-03-22,3:00,15,2,45,Thursday,3,2018,P6
7692,ES0022000005731860JV1P,2018-03-22,3:15,15,3,0,Thursday,3,2018,P6
7693,ES0022000005731860JV1P,2018-03-22,3:30,15,3,15,Thursday,3,2018,P6
7694,ES0022000005731860JV1P,2018-03-22,3:45,15,3,30,Thursday,3,2018,P6
7695,ES0022000005731860JV1P,2018-03-22,4:00,15,3,45,Thursday,3,2018,P6
7696,ES0022000005731860JV1P,2018-03-22,4:15,15,4,0,Thursday,3,2018,P6
7697,ES0022000005731860JV1P,2018-03-22,4:30,14,4,15,Thursday,3,2018,P6
7698,ES0022000005731860JV1P,2018-03-22,4:45,15,4,30,Thursday,3,2018,P6
7699,ES0022000005731860JV1P,2018-03-22,5:00,15,4,45,Thursday,3,2018,P6
7700,ES0022000005731860JV1P,2018-03-22,5:15,16,5,0,Thursday,3,2018,P6
7701,ES0022000005731860JV1P,2018-03-22,5:30,15,5,15,Thursday,3,2018,P6
7702,ES0022000005731860JV1P,2018-03-22,5:45,16,5,30,Thursday,3,2018,P6
7703,ES0022000005731860JV1P,2018-03-22,6:00,15,5,45,Thursday,3,2018,P6
7704,ES0022000005731860JV1P,2018-03-22,6:15,17,6,0,Thursday,3,2018,P6
7705,ES0022000005731860JV1P,2018-03-22,6:30,21,6,15,Thursday,3,2018,P6
7706,ES0022000005731860JV1P,2018-03-22,6:45,19,6,30,Thursday,3,2018,P6
7707,ES0022000005731860JV1P,2018-03-22,7:00,20,6,45,Thursday,3,2018,P6
7708,ES0022000005731860JV1P,2018-03-22,7:15,20,7,0,Thursday,3,2018,P6
7709,ES0022000005731860JV1P,2018-03-22,7:30,20,7,15,Thursday,3,2018,P6
7710,ES0022000005731860JV1P,2018-03-22,7:45,36,7,30,Thursday,3,2018,P6
7711,ES0022000005731860JV1P,2018-03-22,8:00,32,7,45,Thursday,3,2018,P6
7712,ES0022000005731860JV1P,2018-03-22,8:15,30,8,0,Thursday,3,2018,P3
7713,ES0022000005731860JV1P,2018-03-22,8:30,32,8,15,Thursday,3,2018,P3
7714,ES0022000005731860JV1P,2018-03-22,8:45,33,8,30,Thursday,3,2018,P3
7715,ES0022000005731860JV1P,2018-03-22,9:00,33,8,45,Thursday,3,2018,P3
7716,ES0022000005731860JV1P,2018-03-22,9:15,32,9,0,Thursday,3,2018,P2
7717,ES0022000005731860JV1P,2018-03-22,9:30,32,9,15,Thursday,3,2018,P2
7718,ES0022000005731860JV1P,2018-03-22,9:45,31,9,30,Thursday,3,2018,P2
7719,ES0022000005731860JV1P,2018-03-22,10:00,32,9,45,Thursday,3,2018,P2
7720,ES0022000005731860JV1P,2018-03-22,10:15,31,10,0,Thursday,3,2018,P2
7721,ES0022000005731860JV1P,2018-03-22,10:30,32,10,15,Thursday,3,2018,P2
7722,ES0022000005731860JV1P,2018-03-22,10:45,34,10,30,Thursday,3,2018,P2
7723,ES0022000005731860JV1P,2018-03-22,11:00,33,10,45,Thursday,3,2018,P2
7724,ES0022000005731860JV1P,2018-03-22,11:15,33,11,0,Thursday,3,2018,P2
7725,ES0022000005731860JV1P,2018-03-22,11:30,33,11,15,Thursday,3,2018,P2
7726,ES0022000005731860JV1P,2018-03-22,11:45,32,11,30,Thursday,3,2018,P2
7727,ES0022000005731860JV1P,2018-03-22,12:00,34,11,45,Thursday,3,2018,P2
7728,ES0022000005731860JV1P,2018-03-22,12:15,33,12,0,Thursday,3,2018,P2
7729,ES0022000005731860JV1P,2018-03-22,12:30,34,12,15,Thursday,3,2018,P2
7730,ES0022000005731860JV1P,2018-03-22,12:45,33,12,30,Thursday,3,2018,P2
7731,ES0022000005731860JV1P,2018-03-22,13:00,33,12,45,Thursday,3,2018,P2
7732,ES0022000005731860JV1P,2018-03-22,13:15,33,13,0,Thursday,3,2018,P2
7733,ES0022000005731860JV1P,2018-03-22,13:30,33,13,15,Thursday,3,2018,P2
7734,ES0022000005731860JV1P,2018-03-22,13:45,32,13,30,Thursday,3,2018,P2
7735,ES0022000005731860JV1P,2018-03-22,14:00,32,13,45,Thursday,3,2018,P2
7736,ES0022000005731860JV1P,2018-03-22,14:15,30,14,0,Thursday,3,2018,P3
7737,ES0022000005731860JV1P,2018-03-22,14:30,26,14,15,Thursday,3,2018,P3
7738,ES0022000005731860JV1P,2018-03-22,14:45,26,14,30,Thursday,3,2018,P3
7739,ES0022000005731860JV1P,2018-03-22,15:00,22,14,45,Thursday,3,2018,P3
7740,ES0022000005731860JV1P,2018-03-22,15:15,23,15,0,Thursday,3,2018,P3
7741,ES0022000005731860JV1P,2018-03-22,15:30,23,15,15,Thursday,3,2018,P3
7742,ES0022000005731860JV1P,2018-03-22,15:45,22,15,30,Thursday,3,2018,P3
7743,ES0022000005731860JV1P,2018-03-22,16:00,22,15,45,Thursday,3,2018,P3
7744,ES0022000005731860JV1P,2018-03-22,16:15,24,16,0,Thursday,3,2018,P3
7745,ES0022000005731860JV1P,2018-03-22,16:30,23,16,15,Thursday,3,2018,P3
7746,ES0022000005731860JV1P,2018-03-22,16:45,24,16,30,Thursday,3,2018,P3
7747,ES0022000005731860JV1P,2018-03-22,17:00,24,16,45,Thursday,3,2018,P3
7748,ES0022000005731860JV1P,2018-03-22,17:15,23,17,0,Thursday,3,2018,P3
7749,ES0022000005731860JV1P,2018-03-22,17:30,24,17,15,Thursday,3,2018,P3
7750,ES0022000005731860JV1P,2018-03-22,17:45,24,17,30,Thursday,3,2018,P3
7751,ES0022000005731860JV1P,2018-03-22,18:00,23,17,45,Thursday,3,2018,P3
7752,ES0022000005731860JV1P,2018-03-22,18:15,24,18,0,Thursday,3,2018,P2
7753,ES0022000005731860JV1P,2018-03-22,18:30,23,18,15,Thursday,3,2018,P2
7754,ES0022000005731860JV1P,2018-03-22,18:45,23,18,30,Thursday,3,2018,P2
7755,ES0022000005731860JV1P,2018-03-22,19:00,22,18,45,Thursday,3,2018,P2
7756,ES0022000005731860JV1P,2018-03-22,19:15,22,19,0,Thursday,3,2018,P2
7757,ES0022000005731860JV1P,2018-03-22,19:30,21,19,15,Thursday,3,2018,P2
7758,ES0022000005731860JV1P,2018-03-22,19:45,21,19,30,Thursday,3,2018,P2
7759,ES0022000005731860JV1P,2018-03-22,20:00,20,19,45,Thursday,3,2018,P2
7760,ES0022000005731860JV1P,2018-03-22,20:15,19,20,0,Thursday,3,2018,P2
7761,ES0022000005731860JV1P,2018-03-22,20:30,17,20,15,Thursday,3,2018,P2
7762,ES0022000005731860JV1P,2018-03-22,20:45,14,20,30,Thursday,3,2018,P2
7763,ES0022000005731860JV1P,2018-03-22,21:00,14,20,45,Thursday,3,2018,P2
7764,ES0022000005731860JV1P,2018-03-22,21:15,13,21,0,Thursday,3,2018,P2
7765,ES0022000005731860JV1P,2018-03-22,21:30,13,21,15,Thursday,3,2018,P2
7766,ES0022000005731860JV1P,2018-03-22,21:45,12,21,30,Thursday,3,2018,P2
7767,ES0022000005731860JV1P,2018-03-22,22:00,10,21,45,Thursday,3,2018,P2
7768,ES0022000005731860JV1P,2018-03-22,22:15,9,22,0,Thursday,3,2018,P3
7769,ES0022000005731860JV1P,2018-03-22,22:30,9,22,15,Thursday,3,2018,P3
7770,ES0022000005731860JV1P,2018-03-22,22:45,9,22,30,Thursday,3,2018,P3
7771,ES0022000005731860JV1P,2018-03-22,23:00,9,22,45,Thursday,3,2018,P3
7772,ES0022000005731860JV1P,2018-03-22,23:15,8,23,0,Thursday,3,2018,P3
7773,ES0022000005731860JV1P,2018-03-22,23:30,8,23,15,Thursday,3,2018,P3
7774,ES0022000005731860JV1P,2018-03-22,23:45,8,23,30,Thursday,3,2018,P3
7775,ES0022000005731860JV1P,2018-03-22,0:00,8,23,45,Thursday,3,2018,P3
7776,ES0022000005731860JV1P,2018-03-23,0:15,7,0,0,Friday,3,2018,P6
7777,ES0022000005731860JV1P,2018-03-23,0:30,7,0,15,Friday,3,2018,P6
7778,ES0022000005731860JV1P,2018-03-23,0:45,8,0,30,Friday,3,2018,P6
7779,ES0022000005731860JV1P,2018-03-23,1:00,7,0,45,Friday,3,2018,P6
7780,ES0022000005731860JV1P,2018-03-23,1:15,7,1,0,Friday,3,2018,P6
7781,ES0022000005731860JV1P,2018-03-23,1:30,8,1,15,Friday,3,2018,P6
7782,ES0022000005731860JV1P,2018-03-23,1:45,7,1,30,Friday,3,2018,P6
7783,ES0022000005731860JV1P,2018-03-23,2:00,7,1,45,Friday,3,2018,P6
7784,ES0022000005731860JV1P,2018-03-23,2:15,7,2,0,Friday,3,2018,P6
7785,ES0022000005731860JV1P,2018-03-23,2:30,7,2,15,Friday,3,2018,P6
7786,ES0022000005731860JV1P,2018-03-23,2:45,7,2,30,Friday,3,2018,P6
7787,ES0022000005731860JV1P,2018-03-23,3:00,8,2,45,Friday,3,2018,P6
7788,ES0022000005731860JV1P,2018-03-23,3:15,7,3,0,Friday,3,2018,P6
7789,ES0022000005731860JV1P,2018-03-23,3:30,7,3,15,Friday,3,2018,P6
7790,ES0022000005731860JV1P,2018-03-23,3:45,7,3,30,Friday,3,2018,P6
7791,ES0022000005731860JV1P,2018-03-23,4:00,7,3,45,Friday,3,2018,P6
7792,ES0022000005731860JV1P,2018-03-23,4:15,7,4,0,Friday,3,2018,P6
7793,ES0022000005731860JV1P,2018-03-23,4:30,7,4,15,Friday,3,2018,P6
7794,ES0022000005731860JV1P,2018-03-23,4:45,8,4,30,Friday,3,2018,P6
7795,ES0022000005731860JV1P,2018-03-23,5:00,7,4,45,Friday,3,2018,P6
7796,ES0022000005731860JV1P,2018-03-23,5:15,8,5,0,Friday,3,2018,P6
7797,ES0022000005731860JV1P,2018-03-23,5:30,8,5,15,Friday,3,2018,P6
7798,ES0022000005731860JV1P,2018-03-23,5:45,8,5,30,Friday,3,2018,P6
7799,ES0022000005731860JV1P,2018-03-23,6:00,13,5,45,Friday,3,2018,P6
7800,ES0022000005731860JV1P,2018-03-23,6:15,18,6,0,Friday,3,2018,P6
7801,ES0022000005731860JV1P,2018-03-23,6:30,19,6,15,Friday,3,2018,P6
7802,ES0022000005731860JV1P,2018-03-23,6:45,20,6,30,Friday,3,2018,P6
7803,ES0022000005731860JV1P,2018-03-23,7:00,19,6,45,Friday,3,2018,P6
7804,ES0022000005731860JV1P,2018-03-23,7:15,20,7,0,Friday,3,2018,P6
7805,ES0022000005731860JV1P,2018-03-23,7:30,22,7,15,Friday,3,2018,P6
7806,ES0022000005731860JV1P,2018-03-23,7:45,33,7,30,Friday,3,2018,P6
7807,ES0022000005731860JV1P,2018-03-23,8:00,31,7,45,Friday,3,2018,P6
7808,ES0022000005731860JV1P,2018-03-23,8:15,32,8,0,Friday,3,2018,P3
7809,ES0022000005731860JV1P,2018-03-23,8:30,31,8,15,Friday,3,2018,P3
7810,ES0022000005731860JV1P,2018-03-23,8:45,33,8,30,Friday,3,2018,P3
7811,ES0022000005731860JV1P,2018-03-23,9:00,32,8,45,Friday,3,2018,P3
7812,ES0022000005731860JV1P,2018-03-23,9:15,32,9,0,Friday,3,2018,P2
7813,ES0022000005731860JV1P,2018-03-23,9:30,34,9,15,Friday,3,2018,P2
7814,ES0022000005731860JV1P,2018-03-23,9:45,35,9,30,Friday,3,2018,P2
7815,ES0022000005731860JV1P,2018-03-23,10:00,35,9,45,Friday,3,2018,P2
7816,ES0022000005731860JV1P,2018-03-23,10:15,34,10,0,Friday,3,2018,P2
7817,ES0022000005731860JV1P,2018-03-23,10:30,35,10,15,Friday,3,2018,P2
7818,ES0022000005731860JV1P,2018-03-23,10:45,37,10,30,Friday,3,2018,P2
7819,ES0022000005731860JV1P,2018-03-23,11:00,37,10,45,Friday,3,2018,P2
7820,ES0022000005731860JV1P,2018-03-23,11:15,37,11,0,Friday,3,2018,P2
7821,ES0022000005731860JV1P,2018-03-23,11:30,36,11,15,Friday,3,2018,P2
7822,ES0022000005731860JV1P,2018-03-23,11:45,36,11,30,Friday,3,2018,P2
7823,ES0022000005731860JV1P,2018-03-23,12:00,35,11,45,Friday,3,2018,P2
7824,ES0022000005731860JV1P,2018-03-23,12:15,34,12,0,Friday,3,2018,P2
7825,ES0022000005731860JV1P,2018-03-23,12:30,34,12,15,Friday,3,2018,P2
7826,ES0022000005731860JV1P,2018-03-23,12:45,33,12,30,Friday,3,2018,P2
7827,ES0022000005731860JV1P,2018-03-23,13:00,35,12,45,Friday,3,2018,P2
7828,ES0022000005731860JV1P,2018-03-23,13:15,35,13,0,Friday,3,2018,P2
7829,ES0022000005731860JV1P,2018-03-23,13:30,32,13,15,Friday,3,2018,P2
7830,ES0022000005731860JV1P,2018-03-23,13:45,32,13,30,Friday,3,2018,P2
7831,ES0022000005731860JV1P,2018-03-23,14:00,33,13,45,Friday,3,2018,P2
7832,ES0022000005731860JV1P,2018-03-23,14:15,32,14,0,Friday,3,2018,P3
7833,ES0022000005731860JV1P,2018-03-23,14:30,34,14,15,Friday,3,2018,P3
7834,ES0022000005731860JV1P,2018-03-23,14:45,32,14,30,Friday,3,2018,P3
7835,ES0022000005731860JV1P,2018-03-23,15:00,34,14,45,Friday,3,2018,P3
7836,ES0022000005731860JV1P,2018-03-23,15:15,32,15,0,Friday,3,2018,P3
7837,ES0022000005731860JV1P,2018-03-23,15:30,31,15,15,Friday,3,2018,P3
7838,ES0022000005731860JV1P,2018-03-23,15:45,30,15,30,Friday,3,2018,P3
7839,ES0022000005731860JV1P,2018-03-23,16:00,31,15,45,Friday,3,2018,P3
7840,ES0022000005731860JV1P,2018-03-23,16:15,29,16,0,Friday,3,2018,P3
7841,ES0022000005731860JV1P,2018-03-23,16:30,29,16,15,Friday,3,2018,P3
7842,ES0022000005731860JV1P,2018-03-23,16:45,29,16,30,Friday,3,2018,P3
7843,ES0022000005731860JV1P,2018-03-23,17:00,29,16,45,Friday,3,2018,P3
7844,ES0022000005731860JV1P,2018-03-23,17:15,28,17,0,Friday,3,2018,P3
7845,ES0022000005731860JV1P,2018-03-23,17:30,27,17,15,Friday,3,2018,P3
7846,ES0022000005731860JV1P,2018-03-23,17:45,26,17,30,Friday,3,2018,P3
7847,ES0022000005731860JV1P,2018-03-23,18:00,25,17,45,Friday,3,2018,P3
7848,ES0022000005731860JV1P,2018-03-23,18:15,24,18,0,Friday,3,2018,P2
7849,ES0022000005731860JV1P,2018-03-23,18:30,20,18,15,Friday,3,2018,P2
7850,ES0022000005731860JV1P,2018-03-23,18:45,21,18,30,Friday,3,2018,P2
7851,ES0022000005731860JV1P,2018-03-23,19:00,19,18,45,Friday,3,2018,P2
7852,ES0022000005731860JV1P,2018-03-23,19:15,19,19,0,Friday,3,2018,P2
7853,ES0022000005731860JV1P,2018-03-23,19:30,18,19,15,Friday,3,2018,P2
7854,ES0022000005731860JV1P,2018-03-23,19:45,19,19,30,Friday,3,2018,P2
7855,ES0022000005731860JV1P,2018-03-23,20:00,19,19,45,Friday,3,2018,P2
7856,ES0022000005731860JV1P,2018-03-23,20:15,16,20,0,Friday,3,2018,P2
7857,ES0022000005731860JV1P,2018-03-23,20:30,16,20,15,Friday,3,2018,P2
7858,ES0022000005731860JV1P,2018-03-23,20:45,15,20,30,Friday,3,2018,P2
7859,ES0022000005731860JV1P,2018-03-23,21:00,16,20,45,Friday,3,2018,P2
7860,ES0022000005731860JV1P,2018-03-23,21:15,14,21,0,Friday,3,2018,P2
7861,ES0022000005731860JV1P,2018-03-23,21:30,15,21,15,Friday,3,2018,P2
7862,ES0022000005731860JV1P,2018-03-23,21:45,14,21,30,Friday,3,2018,P2
7863,ES0022000005731860JV1P,2018-03-23,22:00,12,21,45,Friday,3,2018,P2
7864,ES0022000005731860JV1P,2018-03-23,22:15,9,22,0,Friday,3,2018,P3
7865,ES0022000005731860JV1P,2018-03-23,22:30,9,22,15,Friday,3,2018,P3
7866,ES0022000005731860JV1P,2018-03-23,22:45,9,22,30,Friday,3,2018,P3
7867,ES0022000005731860JV1P,2018-03-23,23:00,8,22,45,Friday,3,2018,P3
7868,ES0022000005731860JV1P,2018-03-23,23:15,8,23,0,Friday,3,2018,P3
7869,ES0022000005731860JV1P,2018-03-23,23:30,8,23,15,Friday,3,2018,P3
7870,ES0022000005731860JV1P,2018-03-23,23:45,7,23,30,Friday,3,2018,P3
7871,ES0022000005731860JV1P,2018-03-23,0:00,8,23,45,Friday,3,2018,P3
7872,ES0022000005731860JV1P,2018-03-24,0:15,7,0,0,Saturday,3,2018,P6
7873,ES0022000005731860JV1P,2018-03-24,0:30,7,0,15,Saturday,3,2018,P6
7874,ES0022000005731860JV1P,2018-03-24,0:45,7,0,30,Saturday,3,2018,P6
7875,ES0022000005731860JV1P,2018-03-24,1:00,7,0,45,Saturday,3,2018,P6
7876,ES0022000005731860JV1P,2018-03-24,1:15,7,1,0,Saturday,3,2018,P6
7877,ES0022000005731860JV1P,2018-03-24,1:30,7,1,15,Saturday,3,2018,P6
7878,ES0022000005731860JV1P,2018-03-24,1:45,7,1,30,Saturday,3,2018,P6
7879,ES0022000005731860JV1P,2018-03-24,2:00,7,1,45,Saturday,3,2018,P6
7880,ES0022000005731860JV1P,2018-03-24,2:15,7,2,0,Saturday,3,2018,P6
7881,ES0022000005731860JV1P,2018-03-24,2:30,7,2,15,Saturday,3,2018,P6
7882,ES0022000005731860JV1P,2018-03-24,2:45,7,2,30,Saturday,3,2018,P6
7883,ES0022000005731860JV1P,2018-03-24,3:00,7,2,45,Saturday,3,2018,P6
7884,ES0022000005731860JV1P,2018-03-24,3:15,8,3,0,Saturday,3,2018,P6
7885,ES0022000005731860JV1P,2018-03-24,3:30,7,3,15,Saturday,3,2018,P6
7886,ES0022000005731860JV1P,2018-03-24,3:45,7,3,30,Saturday,3,2018,P6
7887,ES0022000005731860JV1P,2018-03-24,4:00,7,3,45,Saturday,3,2018,P6
7888,ES0022000005731860JV1P,2018-03-24,4:15,7,4,0,Saturday,3,2018,P6
7889,ES0022000005731860JV1P,2018-03-24,4:30,7,4,15,Saturday,3,2018,P6
7890,ES0022000005731860JV1P,2018-03-24,4:45,7,4,30,Saturday,3,2018,P6
7891,ES0022000005731860JV1P,2018-03-24,5:00,7,4,45,Saturday,3,2018,P6
7892,ES0022000005731860JV1P,2018-03-24,5:15,8,5,0,Saturday,3,2018,P6
7893,ES0022000005731860JV1P,2018-03-24,5:30,7,5,15,Saturday,3,2018,P6
7894,ES0022000005731860JV1P,2018-03-24,5:45,8,5,30,Saturday,3,2018,P6
