Cups                                     ;Fecha de la lectura;Hora de la lectura;Consumo (kwh);;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;14:30;31;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;14:45;26;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;15:00;23;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;15:15;23;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;15:30;22;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;15:45;20;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;16:00;22;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;16:15;16;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;16:30;15;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;16:45;15;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;17:00;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;17:15;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;17:30;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;17:45;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;18:00;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;18:15;13;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;18:30;15;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;18:45;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;19:00;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;19:15;15;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;19:30;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;19:45;15;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;20:00;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;20:15;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;20:30;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;20:45;14;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;21:00;13;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;21:15;12;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;21:30;11;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;21:45;9;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;22:00;9;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;22:15;9;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;22:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;23:00;8;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;23:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;23:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/01/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;1:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;2:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;6:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;6:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;6:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;6:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;7:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;7:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;7:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;7:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;8:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;8:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;8:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;8:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;9:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;9:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;9:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;9:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;10:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;10:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;10:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;10:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;11:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;11:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;11:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;11:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;12:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;12:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;12:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;12:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;13:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;13:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;13:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;13:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;14:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;14:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;14:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;14:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;15:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;15:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;15:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;15:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;16:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;16:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;16:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;16:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;17:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;17:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;17:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;17:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;18:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;18:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;18:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;18:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;19:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;19:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;19:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;19:45;9;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;20:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;20:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;20:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;20:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;21:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;21:15;9;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;21:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;21:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;22:00;9;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;22:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;22:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;23:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;23:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/01/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;1:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;2:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;5:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;6:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;6:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;6:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;6:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;7:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;7:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;7:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;7:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;8:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;8:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;8:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;8:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;9:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;9:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;9:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;9:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;10:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;10:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;10:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;10:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;11:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;11:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;11:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;11:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;12:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;12:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;12:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;12:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;13:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;13:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;13:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;13:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;14:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;14:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;14:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;14:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;15:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;15:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;15:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;15:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;16:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;16:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;16:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;16:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;17:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;17:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;17:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;17:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;18:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;18:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;18:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;18:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;19:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;19:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;19:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;19:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;20:00;9;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;20:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;20:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;20:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;21:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;21:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;21:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;21:45;9;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;22:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;22:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;22:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;23:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;23:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/01/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;1:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;2:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;5:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;6:00;12;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;6:15;31;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;6:30;37;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;6:45;35;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;7:00;34;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;7:15;37;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;7:30;39;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;7:45;34;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;8:00;36;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;8:15;39;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;8:30;43;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;8:45;45;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;9:00;45;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;9:15;47;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;9:30;49;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;9:45;58;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;10:00;59;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;10:15;59;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;10:30;58;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;10:45;56;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;11:00;55;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;11:15;55;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;11:30;54;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;11:45;53;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;12:00;47;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;12:15;43;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;12:30;42;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;12:45;43;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;13:00;40;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;13:15;37;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;13:30;37;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;13:45;36;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;14:00;36;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;14:15;34;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;14:30;31;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;14:45;29;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;15:00;29;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;15:15;28;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;15:30;27;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;15:45;27;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;16:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;16:15;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;16:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;16:45;27;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;17:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;17:15;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;17:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;17:45;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;18:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;18:15;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;18:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;18:45;26;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;19:00;23;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;19:15;23;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;19:30;24;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;19:45;23;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;20:00;22;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;20:15;17;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;20:30;16;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;20:45;14;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;21:00;14;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;21:15;14;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;21:30;13;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;21:45;13;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;22:00;11;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;22:15;8;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;22:30;9;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;23:00;9;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;23:45;8;;;;;;;;;;;
ES0022000005731860JV1P;22/01/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;0:45;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;1:45;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;2:45;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;4:00;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;6:00;12;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;6:15;37;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;6:30;44;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;6:45;40;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;7:00;38;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;7:15;41;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;7:30;43;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;7:45;43;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;8:00;43;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;8:15;43;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;8:30;44;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;8:45;48;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;9:00;46;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;9:15;47;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;9:30;45;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;9:45;46;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;10:00;45;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;10:15;48;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;10:30;47;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;10:45;46;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;11:00;46;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;11:15;43;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;11:30;42;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;11:45;42;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;12:00;40;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;12:15;41;;;;;;;;;;;
ES0022000005731860JV1P;23/01/2018;12:30;40;;;;;;;;;;;
